问题名称：C07_C08
运行次数	迭代次数	个体序号	目标1值	目标2值	是否可行	
18	17	75	2.52446e+11	2.52446e+11	0
18	17	76	1.39813e+11	1.39813e+11	0
18	17	77	5.2279e+11	5.2279e+11	0
18	17	78	4.38183e+11	4.38183e+11	0
18	17	79	2.97683e+11	2.97683e+11	0
18	17	80	4.73456e+11	4.73456e+11	0
18	17	81	2.3733e+11	2.3733e+11	0
18	17	82	2.05749e+11	2.05749e+11	0
18	17	83	2.23335e+11	2.23335e+11	0
18	17	84	2.44029e+11	2.44029e+11	0
18	17	85	2.65996e+11	2.65996e+11	0
18	17	86	3.35849e+11	3.35849e+11	0
18	17	87	4.26323e+11	4.26323e+11	0
18	17	88	4.36131e+11	4.36131e+11	0
18	17	89	2.31362e+11	2.31362e+11	0
18	17	90	1.93889e+11	1.93889e+11	0
18	17	91	3.18534e+11	3.18534e+11	0
18	17	92	2.54812e+11	2.54812e+11	0
18	17	93	2.1126e+11	2.1126e+11	0
18	17	94	4.10059e+11	4.10059e+11	0
18	17	95	3.05846e+11	3.05846e+11	0
18	17	96	4.45875e+11	4.45875e+11	0
18	17	97	2.47286e+11	2.47286e+11	0
18	17	98	2.94226e+11	2.94226e+11	0
18	17	99	1.84325e+11	1.84325e+11	0
19	18	0	1.83644e+11	1.83644e+11	1
19	18	1	1.84435e+11	1.84435e+11	1
19	18	2	2.32616e+11	2.32616e+11	1
19	18	3	2.47844e+11	2.47844e+11	1
19	18	4	2.55382e+11	2.55382e+11	1
19	18	5	3.08257e+11	3.08257e+11	1
19	18	6	3.09195e+11	3.09195e+11	1
19	18	7	3.37719e+11	3.37719e+11	1
19	18	8	3.44682e+11	3.44682e+11	1
19	18	9	3.79184e+11	3.79184e+11	1
19	18	10	3.2465e+11	3.2465e+11	0
19	18	11	3.65596e+11	3.65596e+11	0
19	18	12	4.7722e+11	4.7722e+11	0
19	18	13	3.14403e+11	3.14403e+11	0
19	18	14	1.41337e+11	1.41337e+11	0
19	18	15	2.68694e+11	2.68694e+11	0
19	18	16	3.03169e+11	3.03169e+11	0
19	18	17	1.84693e+11	1.84693e+11	0
19	18	18	3.41251e+11	3.41251e+11	0
19	18	19	1.1684e+11	1.1684e+11	0
19	18	20	1.6929e+11	1.6929e+11	0
19	18	21	3.61727e+11	3.61727e+11	0
19	18	22	3.75845e+11	3.75845e+11	0
19	18	23	2.94552e+11	2.94552e+11	0
19	18	24	1.87767e+11	1.87767e+11	0
19	18	25	3.49832e+11	3.49832e+11	0
19	18	26	3.49308e+11	3.49308e+11	0
19	18	27	2.41987e+11	2.41987e+11	0
19	18	28	1.09984e+11	1.09984e+11	0
19	18	29	2.53696e+11	2.53696e+11	0
19	18	30	2.06523e+11	2.06523e+11	0
19	18	31	2.67932e+11	2.67932e+11	0
19	18	32	3.41646e+11	3.41646e+11	0
19	18	33	2.7426e+11	2.7426e+11	0
19	18	34	2.81084e+11	2.81084e+11	0
19	18	35	3.65339e+11	3.65339e+11	0
19	18	36	1.76679e+11	1.76679e+11	0
19	18	37	2.34671e+11	2.34671e+11	0
19	18	38	3.48867e+11	3.48867e+11	0
19	18	39	2.94995e+11	2.94995e+11	0
19	18	40	4.05666e+11	4.05666e+11	0
19	18	41	2.62229e+11	2.62229e+11	0
19	18	42	1.71722e+11	1.71722e+11	0
19	18	43	2.47286e+11	2.47286e+11	0
19	18	44	3.49514e+11	3.49514e+11	0
19	18	45	3.1767e+11	3.1767e+11	0
19	18	46	2.11234e+11	2.11234e+11	0
19	18	47	2.85477e+11	2.85477e+11	0
19	18	48	2.3139e+11	2.3139e+11	0
19	18	49	5.59826e+11	5.59826e+11	0
19	18	50	3.41137e+11	3.41137e+11	0
19	18	51	5.15083e+11	5.15083e+11	0
19	18	52	2.58863e+11	2.58863e+11	0
19	18	53	2.41844e+11	2.41844e+11	0
19	18	54	1.26481e+11	1.26481e+11	0
19	18	55	2.4211e+11	2.4211e+11	0
19	18	56	3.65534e+11	3.65534e+11	0
19	18	57	3.76968e+11	3.76968e+11	0
19	18	58	1.31969e+11	1.31969e+11	0
19	18	59	2.76896e+11	2.76896e+11	0
19	18	60	2.00329e+11	2.00329e+11	0
19	18	61	3.47178e+11	3.47178e+11	0
19	18	62	3.79154e+11	3.79154e+11	0
19	18	63	2.78868e+11	2.78868e+11	0
19	18	64	2.83825e+11	2.83825e+11	0
19	18	65	3.17359e+11	3.17359e+11	0
19	18	66	2.52879e+11	2.52879e+11	0
19	18	67	1.12655e+11	1.12655e+11	0
19	18	68	2.261e+11	2.261e+11	0
19	18	69	2.8159e+11	2.8159e+11	0
19	18	70	2.16431e+11	2.16431e+11	0
19	18	71	2.73905e+11	2.73905e+11	0
19	18	72	2.79942e+11	2.79942e+11	0
19	18	73	3.0305e+11	3.0305e+11	0
19	18	74	2.85141e+11	2.85141e+11	0
19	18	75	2.54644e+11	2.54644e+11	0
19	18	76	2.52446e+11	2.52446e+11	0
19	18	77	3.05846e+11	3.05846e+11	0
19	18	78	1.39813e+11	1.39813e+11	0
19	18	79	5.2279e+11	5.2279e+11	0
19	18	80	4.38183e+11	4.38183e+11	0
19	18	81	2.97683e+11	2.97683e+11	0
19	18	82	4.73456e+11	4.73456e+11	0
19	18	83	2.3733e+11	2.3733e+11	0
19	18	84	2.05749e+11	2.05749e+11	0
19	18	85	2.23335e+11	2.23335e+11	0
19	18	86	2.44029e+11	2.44029e+11	0
19	18	87	2.65996e+11	2.65996e+11	0
19	18	88	3.35849e+11	3.35849e+11	0
19	18	89	4.26323e+11	4.26323e+11	0
19	18	90	4.36131e+11	4.36131e+11	0
19	18	91	2.31362e+11	2.31362e+11	0
19	18	92	2.54812e+11	2.54812e+11	0
19	18	93	1.93889e+11	1.93889e+11	0
19	18	94	2.1126e+11	2.1126e+11	0
19	18	95	4.10059e+11	4.10059e+11	0
19	18	96	2.07745e+11	2.07745e+11	0
19	18	97	1.85125e+11	1.85125e+11	0
19	18	98	3.71647e+11	3.71647e+11	0
19	18	99	3.19237e+11	3.19237e+11	0
20	19	0	1.83644e+11	1.83644e+11	1
20	19	1	1.84435e+11	1.84435e+11	1
20	19	2	2.32616e+11	2.32616e+11	1
20	19	3	2.47844e+11	2.47844e+11	1
20	19	4	2.55382e+11	2.55382e+11	1
20	19	5	3.08257e+11	3.08257e+11	1
20	19	6	3.09195e+11	3.09195e+11	1
20	19	7	3.37719e+11	3.37719e+11	1
20	19	8	3.44682e+11	3.44682e+11	1
20	19	9	3.79184e+11	3.79184e+11	1
20	19	10	3.2465e+11	3.2465e+11	0
20	19	11	3.65596e+11	3.65596e+11	0
20	19	12	4.7722e+11	4.7722e+11	0
20	19	13	3.14403e+11	3.14403e+11	0
20	19	14	1.41337e+11	1.41337e+11	0
20	19	15	2.68694e+11	2.68694e+11	0
20	19	16	3.03169e+11	3.03169e+11	0
20	19	17	1.84693e+11	1.84693e+11	0
20	19	18	3.41251e+11	3.41251e+11	0
20	19	19	1.1684e+11	1.1684e+11	0
20	19	20	1.6929e+11	1.6929e+11	0
20	19	21	3.61727e+11	3.61727e+11	0
20	19	22	3.75845e+11	3.75845e+11	0
20	19	23	2.94552e+11	2.94552e+11	0
20	19	24	1.87767e+11	1.87767e+11	0
20	19	25	3.49832e+11	3.49832e+11	0
20	19	26	3.49308e+11	3.49308e+11	0
20	19	27	2.41987e+11	2.41987e+11	0
20	19	28	2.53696e+11	2.53696e+11	0
20	19	29	1.09984e+11	1.09984e+11	0
20	19	30	2.06523e+11	2.06523e+11	0
20	19	31	2.67932e+11	2.67932e+11	0
20	19	32	3.41646e+11	3.41646e+11	0
20	19	33	2.7426e+11	2.7426e+11	0
20	19	34	2.81084e+11	2.81084e+11	0
20	19	35	3.65339e+11	3.65339e+11	0
20	19	36	1.76679e+11	1.76679e+11	0
20	19	37	2.34671e+11	2.34671e+11	0
20	19	38	3.48867e+11	3.48867e+11	0
20	19	39	2.94995e+11	2.94995e+11	0
20	19	40	4.05666e+11	4.05666e+11	0
20	19	41	2.62229e+11	2.62229e+11	0
20	19	42	1.71722e+11	1.71722e+11	0
20	19	43	2.47286e+11	2.47286e+11	0
20	19	44	3.49514e+11	3.49514e+11	0
20	19	45	3.19237e+11	3.19237e+11	0
20	19	46	3.1767e+11	3.1767e+11	0
20	19	47	2.11234e+11	2.11234e+11	0
20	19	48	2.07745e+11	2.07745e+11	0
20	19	49	2.85477e+11	2.85477e+11	0
20	19	50	2.3139e+11	2.3139e+11	0
20	19	51	5.59826e+11	5.59826e+11	0
20	19	52	3.41137e+11	3.41137e+11	0
20	19	53	5.15083e+11	5.15083e+11	0
20	19	54	2.58863e+11	2.58863e+11	0
20	19	55	2.41844e+11	2.41844e+11	0
20	19	56	1.26481e+11	1.26481e+11	0
20	19	57	2.4211e+11	2.4211e+11	0
20	19	58	3.65534e+11	3.65534e+11	0
20	19	59	3.76968e+11	3.76968e+11	0
20	19	60	2.76896e+11	2.76896e+11	0
20	19	61	1.31969e+11	1.31969e+11	0
20	19	62	3.47178e+11	3.47178e+11	0
20	19	63	2.00329e+11	2.00329e+11	0
20	19	64	3.79154e+11	3.79154e+11	0
20	19	65	2.78868e+11	2.78868e+11	0
20	19	66	2.83825e+11	2.83825e+11	0
20	19	67	3.17359e+11	3.17359e+11	0
20	19	68	2.52879e+11	2.52879e+11	0
20	19	69	1.12655e+11	1.12655e+11	0
20	19	70	2.261e+11	2.261e+11	0
20	19	71	2.8159e+11	2.8159e+11	0
20	19	72	2.16431e+11	2.16431e+11	0
20	19	73	2.73905e+11	2.73905e+11	0
20	19	74	2.79942e+11	2.79942e+11	0
20	19	75	3.0305e+11	3.0305e+11	0
20	19	76	2.85141e+11	2.85141e+11	0
20	19	77	2.54644e+11	2.54644e+11	0
20	19	78	2.52446e+11	2.52446e+11	0
20	19	79	3.05846e+11	3.05846e+11	0
20	19	80	1.39813e+11	1.39813e+11	0
20	19	81	5.2279e+11	5.2279e+11	0
20	19	82	4.38183e+11	4.38183e+11	0
20	19	83	2.97683e+11	2.97683e+11	0
20	19	84	4.73456e+11	4.73456e+11	0
20	19	85	2.3733e+11	2.3733e+11	0
20	19	86	2.05749e+11	2.05749e+11	0
20	19	87	1.85125e+11	1.85125e+11	0
20	19	88	2.23335e+11	2.23335e+11	0
20	19	89	2.44029e+11	2.44029e+11	0
20	19	90	2.65996e+11	2.65996e+11	0
20	19	91	3.35849e+11	3.35849e+11	0
20	19	92	4.26323e+11	4.26323e+11	0
20	19	93	4.36131e+11	4.36131e+11	0
20	19	94	4.15111e+11	4.15111e+11	0
20	19	95	2.31362e+11	2.31362e+11	0
20	19	96	1.83345e+11	1.83345e+11	0
20	19	97	2.48548e+11	2.48548e+11	0
20	19	98	2.54812e+11	2.54812e+11	0
20	19	99	3.12699e+11	3.12699e+11	0
21	20	0	1.83644e+11	1.83644e+11	1
21	20	1	1.84435e+11	1.84435e+11	1
21	20	2	2.32616e+11	2.32616e+11	1
21	20	3	2.47844e+11	2.47844e+11	1
21	20	4	2.55382e+11	2.55382e+11	1
21	20	5	3.08257e+11	3.08257e+11	1
21	20	6	3.09195e+11	3.09195e+11	1
21	20	7	3.37719e+11	3.37719e+11	1
21	20	8	3.44682e+11	3.44682e+11	1
21	20	9	3.79184e+11	3.79184e+11	1
21	20	10	3.2465e+11	3.2465e+11	0
21	20	11	3.65596e+11	3.65596e+11	0
21	20	12	4.7722e+11	4.7722e+11	0
21	20	13	3.14403e+11	3.14403e+11	0
21	20	14	1.41337e+11	1.41337e+11	0
21	20	15	2.68694e+11	2.68694e+11	0
21	20	16	3.03169e+11	3.03169e+11	0
21	20	17	1.84693e+11	1.84693e+11	0
21	20	18	3.41251e+11	3.41251e+11	0
21	20	19	1.1684e+11	1.1684e+11	0
21	20	20	3.61727e+11	3.61727e+11	0
21	20	21	1.6929e+11	1.6929e+11	0
21	20	22	3.75845e+11	3.75845e+11	0
21	20	23	2.94552e+11	2.94552e+11	0
21	20	24	1.87767e+11	1.87767e+11	0
21	20	25	3.49832e+11	3.49832e+11	0
21	20	26	3.49308e+11	3.49308e+11	0
21	20	27	2.41987e+11	2.41987e+11	0
21	20	28	2.53696e+11	2.53696e+11	0
21	20	29	1.09984e+11	1.09984e+11	0
21	20	30	2.06523e+11	2.06523e+11	0
21	20	31	2.67932e+11	2.67932e+11	0
21	20	32	3.41646e+11	3.41646e+11	0
21	20	33	2.7426e+11	2.7426e+11	0
21	20	34	2.81084e+11	2.81084e+11	0
21	20	35	3.65339e+11	3.65339e+11	0
21	20	36	1.76679e+11	1.76679e+11	0
21	20	37	3.48867e+11	3.48867e+11	0
21	20	38	2.34671e+11	2.34671e+11	0
21	20	39	4.05666e+11	4.05666e+11	0
21	20	40	2.94995e+11	2.94995e+11	0
21	20	41	2.62229e+11	2.62229e+11	0
21	20	42	1.71722e+11	1.71722e+11	0
21	20	43	2.47286e+11	2.47286e+11	0
21	20	44	1.83345e+11	1.83345e+11	0
21	20	45	3.49514e+11	3.49514e+11	0
21	20	46	3.19237e+11	3.19237e+11	0
21	20	47	3.1767e+11	3.1767e+11	0
21	20	48	2.11234e+11	2.11234e+11	0
21	20	49	2.07745e+11	2.07745e+11	0
21	20	50	2.85477e+11	2.85477e+11	0
21	20	51	5.59826e+11	5.59826e+11	0
21	20	52	2.3139e+11	2.3139e+11	0
21	20	53	3.41137e+11	3.41137e+11	0
21	20	54	5.15083e+11	5.15083e+11	0
21	20	55	2.58863e+11	2.58863e+11	0
21	20	56	2.41844e+11	2.41844e+11	0
21	20	57	1.26481e+11	1.26481e+11	0
21	20	58	2.4211e+11	2.4211e+11	0
21	20	59	3.65534e+11	3.65534e+11	0
21	20	60	3.76968e+11	3.76968e+11	0
21	20	61	2.76896e+11	2.76896e+11	0
21	20	62	1.31969e+11	1.31969e+11	0
21	20	63	3.47178e+11	3.47178e+11	0
21	20	64	2.00329e+11	2.00329e+11	0
21	20	65	3.79154e+11	3.79154e+11	0
21	20	66	2.78868e+11	2.78868e+11	0
21	20	67	2.83825e+11	2.83825e+11	0
21	20	68	3.17359e+11	3.17359e+11	0
21	20	69	2.52879e+11	2.52879e+11	0
21	20	70	1.12655e+11	1.12655e+11	0
21	20	71	2.261e+11	2.261e+11	0
21	20	72	2.8159e+11	2.8159e+11	0
21	20	73	2.16431e+11	2.16431e+11	0
21	20	74	2.73905e+11	2.73905e+11	0
21	20	75	2.79942e+11	2.79942e+11	0
21	20	76	3.0305e+11	3.0305e+11	0
21	20	77	2.48548e+11	2.48548e+11	0
21	20	78	2.85141e+11	2.85141e+11	0
21	20	79	2.54644e+11	2.54644e+11	0
21	20	80	2.52446e+11	2.52446e+11	0
21	20	81	3.05846e+11	3.05846e+11	0
21	20	82	1.39813e+11	1.39813e+11	0
21	20	83	5.2279e+11	5.2279e+11	0
21	20	84	4.15111e+11	4.15111e+11	0
21	20	85	4.38183e+11	4.38183e+11	0
21	20	86	2.97683e+11	2.97683e+11	0
21	20	87	4.73456e+11	4.73456e+11	0
21	20	88	2.3733e+11	2.3733e+11	0
21	20	89	2.05749e+11	2.05749e+11	0
21	20	90	3.17903e+11	3.17903e+11	0
21	20	91	1.85125e+11	1.85125e+11	0
21	20	92	2.23335e+11	2.23335e+11	0
21	20	93	2.44029e+11	2.44029e+11	0
21	20	94	3.22419e+11	3.22419e+11	0
21	20	95	2.65996e+11	2.65996e+11	0
21	20	96	3.05849e+11	3.05849e+11	0
21	20	97	3.35849e+11	3.35849e+11	0
21	20	98	3.41031e+11	3.41031e+11	0
21	20	99	2.91552e+11	2.91552e+11	1
22	21	0	1.83644e+11	1.83644e+11	1
22	21	1	1.84435e+11	1.84435e+11	1
22	21	2	2.32616e+11	2.32616e+11	1
22	21	3	2.47844e+11	2.47844e+11	1
22	21	4	2.55382e+11	2.55382e+11	1
22	21	5	2.91552e+11	2.91552e+11	1
22	21	6	3.08257e+11	3.08257e+11	1
22	21	7	3.09195e+11	3.09195e+11	1
22	21	8	3.37719e+11	3.37719e+11	1
22	21	9	3.44682e+11	3.44682e+11	1
22	21	10	3.79184e+11	3.79184e+11	1
22	21	11	3.65596e+11	3.65596e+11	0
22	21	12	3.2465e+11	3.2465e+11	0
22	21	13	4.7722e+11	4.7722e+11	0
22	21	14	3.14403e+11	3.14403e+11	0
22	21	15	1.41337e+11	1.41337e+11	0
22	21	16	2.68694e+11	2.68694e+11	0
22	21	17	3.03169e+11	3.03169e+11	0
22	21	18	1.84693e+11	1.84693e+11	0
22	21	19	3.41251e+11	3.41251e+11	0
22	21	20	1.1684e+11	1.1684e+11	0
22	21	21	3.61727e+11	3.61727e+11	0
22	21	22	1.6929e+11	1.6929e+11	0
22	21	23	3.75845e+11	3.75845e+11	0
22	21	24	2.94552e+11	2.94552e+11	0
22	21	25	1.87767e+11	1.87767e+11	0
22	21	26	3.49832e+11	3.49832e+11	0
22	21	27	3.49308e+11	3.49308e+11	0
22	21	28	2.41987e+11	2.41987e+11	0
22	21	29	2.53696e+11	2.53696e+11	0
22	21	30	1.09984e+11	1.09984e+11	0
22	21	31	2.06523e+11	2.06523e+11	0
22	21	32	2.67932e+11	2.67932e+11	0
22	21	33	3.41646e+11	3.41646e+11	0
22	21	34	2.7426e+11	2.7426e+11	0
22	21	35	2.81084e+11	2.81084e+11	0
22	21	36	3.65339e+11	3.65339e+11	0
22	21	37	3.48867e+11	3.48867e+11	0
22	21	38	1.76679e+11	1.76679e+11	0
22	21	39	2.34671e+11	2.34671e+11	0
22	21	40	4.05666e+11	4.05666e+11	0
22	21	41	2.94995e+11	2.94995e+11	0
22	21	42	2.62229e+11	2.62229e+11	0
22	21	43	1.71722e+11	1.71722e+11	0
22	21	44	2.47286e+11	2.47286e+11	0
22	21	45	1.83345e+11	1.83345e+11	0
22	21	46	3.49514e+11	3.49514e+11	0
22	21	47	3.05849e+11	3.05849e+11	0
22	21	48	3.19237e+11	3.19237e+11	0
22	21	49	3.1767e+11	3.1767e+11	0
22	21	50	2.11234e+11	2.11234e+11	0
22	21	51	2.07745e+11	2.07745e+11	0
22	21	52	2.85477e+11	2.85477e+11	0
22	21	53	5.59826e+11	5.59826e+11	0
22	21	54	2.3139e+11	2.3139e+11	0
22	21	55	3.41137e+11	3.41137e+11	0
22	21	56	5.15083e+11	5.15083e+11	0
22	21	57	2.58863e+11	2.58863e+11	0
22	21	58	2.41844e+11	2.41844e+11	0
22	21	59	3.65534e+11	3.65534e+11	0
22	21	60	2.4211e+11	2.4211e+11	0
22	21	61	1.26481e+11	1.26481e+11	0
22	21	62	3.76968e+11	3.76968e+11	0
22	21	63	2.76896e+11	2.76896e+11	0
22	21	64	1.31969e+11	1.31969e+11	0
22	21	65	3.47178e+11	3.47178e+11	0
22	21	66	2.00329e+11	2.00329e+11	0
22	21	67	3.79154e+11	3.79154e+11	0
22	21	68	2.78868e+11	2.78868e+11	0
22	21	69	2.83825e+11	2.83825e+11	0
22	21	70	3.17359e+11	3.17359e+11	0
22	21	71	2.52879e+11	2.52879e+11	0
22	21	72	1.12655e+11	1.12655e+11	0
22	21	73	2.261e+11	2.261e+11	0
22	21	74	2.8159e+11	2.8159e+11	0
22	21	75	2.16431e+11	2.16431e+11	0
22	21	76	2.73905e+11	2.73905e+11	0
22	21	77	2.79942e+11	2.79942e+11	0
22	21	78	3.0305e+11	3.0305e+11	0
22	21	79	2.48548e+11	2.48548e+11	0
22	21	80	2.85141e+11	2.85141e+11	0
22	21	81	2.54644e+11	2.54644e+11	0
22	21	82	2.52446e+11	2.52446e+11	0
22	21	83	3.05846e+11	3.05846e+11	0
22	21	84	1.39813e+11	1.39813e+11	0
22	21	85	5.2279e+11	5.2279e+11	0
22	21	86	4.15111e+11	4.15111e+11	0
22	21	87	4.38183e+11	4.38183e+11	0
22	21	88	2.97683e+11	2.97683e+11	0
22	21	89	4.73456e+11	4.73456e+11	0
22	21	90	2.3733e+11	2.3733e+11	0
22	21	91	3.17903e+11	3.17903e+11	0
22	21	92	2.05749e+11	2.05749e+11	0
22	21	93	2.85755e+11	2.85755e+11	0
22	21	94	1.85125e+11	1.85125e+11	0
22	21	95	1.99614e+11	1.99614e+11	0
22	21	96	2.97012e+11	2.97012e+11	0
22	21	97	2.23335e+11	2.23335e+11	0
22	21	98	1.98175e+11	1.98175e+11	0
22	21	99	3.4637e+11	3.4637e+11	0
23	22	0	1.83644e+11	1.83644e+11	1
23	22	1	1.84435e+11	1.84435e+11	1
23	22	2	2.32616e+11	2.32616e+11	1
23	22	3	2.47844e+11	2.47844e+11	1
23	22	4	2.55382e+11	2.55382e+11	1
23	22	5	2.91552e+11	2.91552e+11	1
23	22	6	3.08257e+11	3.08257e+11	1
23	22	7	3.09195e+11	3.09195e+11	1
23	22	8	3.37719e+11	3.37719e+11	1
23	22	9	3.44682e+11	3.44682e+11	1
23	22	10	3.79184e+11	3.79184e+11	1
23	22	11	3.65596e+11	3.65596e+11	0
23	22	12	3.2465e+11	3.2465e+11	0
23	22	13	4.7722e+11	4.7722e+11	0
23	22	14	3.14403e+11	3.14403e+11	0
23	22	15	1.41337e+11	1.41337e+11	0
23	22	16	2.68694e+11	2.68694e+11	0
23	22	17	3.03169e+11	3.03169e+11	0
23	22	18	1.84693e+11	1.84693e+11	0
23	22	19	3.41251e+11	3.41251e+11	0
23	22	20	1.1684e+11	1.1684e+11	0
23	22	21	3.61727e+11	3.61727e+11	0
23	22	22	1.6929e+11	1.6929e+11	0
23	22	23	3.75845e+11	3.75845e+11	0
23	22	24	2.94552e+11	2.94552e+11	0
23	22	25	1.87767e+11	1.87767e+11	0
23	22	26	3.49832e+11	3.49832e+11	0
23	22	27	3.49308e+11	3.49308e+11	0
23	22	28	2.41987e+11	2.41987e+11	0
23	22	29	2.53696e+11	2.53696e+11	0
23	22	30	1.09984e+11	1.09984e+11	0
23	22	31	2.06523e+11	2.06523e+11	0
23	22	32	2.67932e+11	2.67932e+11	0
23	22	33	3.41646e+11	3.41646e+11	0
23	22	34	2.7426e+11	2.7426e+11	0
23	22	35	2.81084e+11	2.81084e+11	0
23	22	36	3.65339e+11	3.65339e+11	0
23	22	37	3.48867e+11	3.48867e+11	0
23	22	38	1.76679e+11	1.76679e+11	0
23	22	39	2.34671e+11	2.34671e+11	0
23	22	40	4.05666e+11	4.05666e+11	0
23	22	41	2.94995e+11	2.94995e+11	0
23	22	42	2.62229e+11	2.62229e+11	0
23	22	43	1.71722e+11	1.71722e+11	0
23	22	44	2.47286e+11	2.47286e+11	0
23	22	45	1.83345e+11	1.83345e+11	0
23	22	46	3.49514e+11	3.49514e+11	0
23	22	47	3.05849e+11	3.05849e+11	0
23	22	48	3.19237e+11	3.19237e+11	0
23	22	49	3.1767e+11	3.1767e+11	0
23	22	50	2.11234e+11	2.11234e+11	0
23	22	51	2.07745e+11	2.07745e+11	0
23	22	52	5.59826e+11	5.59826e+11	0
23	22	53	2.85477e+11	2.85477e+11	0
23	22	54	2.3139e+11	2.3139e+11	0
23	22	55	3.41137e+11	3.41137e+11	0
23	22	56	5.15083e+11	5.15083e+11	0
23	22	57	2.58863e+11	2.58863e+11	0
23	22	58	2.41844e+11	2.41844e+11	0
23	22	59	3.65534e+11	3.65534e+11	0
23	22	60	2.4211e+11	2.4211e+11	0
23	22	61	1.26481e+11	1.26481e+11	0
23	22	62	3.76968e+11	3.76968e+11	0
23	22	63	2.76896e+11	2.76896e+11	0
23	22	64	1.31969e+11	1.31969e+11	0
23	22	65	3.47178e+11	3.47178e+11	0
23	22	66	2.00329e+11	2.00329e+11	0
23	22	67	3.79154e+11	3.79154e+11	0
23	22	68	2.78868e+11	2.78868e+11	0
23	22	69	2.83825e+11	2.83825e+11	0
23	22	70	3.17359e+11	3.17359e+11	0
23	22	71	2.52879e+11	2.52879e+11	0
23	22	72	1.12655e+11	1.12655e+11	0
23	22	73	2.261e+11	2.261e+11	0
23	22	74	2.8159e+11	2.8159e+11	0
23	22	75	2.16431e+11	2.16431e+11	0
23	22	76	2.73905e+11	2.73905e+11	0
23	22	77	2.79942e+11	2.79942e+11	0
23	22	78	3.0305e+11	3.0305e+11	0
23	22	79	2.48548e+11	2.48548e+11	0
23	22	80	2.85141e+11	2.85141e+11	0
23	22	81	2.54644e+11	2.54644e+11	0
23	22	82	2.52446e+11	2.52446e+11	0
23	22	83	3.05846e+11	3.05846e+11	0
23	22	84	1.39813e+11	1.39813e+11	0
23	22	85	5.2279e+11	5.2279e+11	0
23	22	86	4.15111e+11	4.15111e+11	0
23	22	87	4.38183e+11	4.38183e+11	0
23	22	88	2.97683e+11	2.97683e+11	0
23	22	89	4.73456e+11	4.73456e+11	0
23	22	90	2.3733e+11	2.3733e+11	0
23	22	91	3.17903e+11	3.17903e+11	0
23	22	92	3.4637e+11	3.4637e+11	0
23	22	93	2.05749e+11	2.05749e+11	0
23	22	94	1.85125e+11	1.85125e+11	0
23	22	95	3.73116e+11	3.73116e+11	0
23	22	96	2.16483e+11	2.16483e+11	0
23	22	97	3.48308e+11	3.48308e+11	0
23	22	98	2.23335e+11	2.23335e+11	0
23	22	99	3.03487e+11	3.03487e+11	0
24	23	0	1.83644e+11	1.83644e+11	1
24	23	1	1.84435e+11	1.84435e+11	1
24	23	2	2.32616e+11	2.32616e+11	1
24	23	3	2.47844e+11	2.47844e+11	1
24	23	4	2.55382e+11	2.55382e+11	1
24	23	5	2.91552e+11	2.91552e+11	1
24	23	6	3.08257e+11	3.08257e+11	1
24	23	7	3.09195e+11	3.09195e+11	1
24	23	8	3.37719e+11	3.37719e+11	1
24	23	9	3.44682e+11	3.44682e+11	1
24	23	10	3.79184e+11	3.79184e+11	1
24	23	11	3.65596e+11	3.65596e+11	0
24	23	12	3.2465e+11	3.2465e+11	0
24	23	13	4.7722e+11	4.7722e+11	0
24	23	14	3.14403e+11	3.14403e+11	0
24	23	15	1.41337e+11	1.41337e+11	0
24	23	16	2.68694e+11	2.68694e+11	0
24	23	17	3.03169e+11	3.03169e+11	0
24	23	18	1.84693e+11	1.84693e+11	0
24	23	19	3.41251e+11	3.41251e+11	0
24	23	20	1.1684e+11	1.1684e+11	0
24	23	21	3.61727e+11	3.61727e+11	0
24	23	22	1.6929e+11	1.6929e+11	0
24	23	23	3.75845e+11	3.75845e+11	0
24	23	24	2.94552e+11	2.94552e+11	0
24	23	25	1.87767e+11	1.87767e+11	0
24	23	26	3.49832e+11	3.49832e+11	0
24	23	27	3.49308e+11	3.49308e+11	0
24	23	28	2.41987e+11	2.41987e+11	0
24	23	29	2.53696e+11	2.53696e+11	0
24	23	30	1.09984e+11	1.09984e+11	0
24	23	31	2.06523e+11	2.06523e+11	0
24	23	32	2.67932e+11	2.67932e+11	0
24	23	33	3.41646e+11	3.41646e+11	0
24	23	34	2.7426e+11	2.7426e+11	0
24	23	35	2.81084e+11	2.81084e+11	0
24	23	36	3.65339e+11	3.65339e+11	0
24	23	37	3.48867e+11	3.48867e+11	0
24	23	38	1.76679e+11	1.76679e+11	0
24	23	39	2.34671e+11	2.34671e+11	0
24	23	40	4.05666e+11	4.05666e+11	0
24	23	41	2.94995e+11	2.94995e+11	0
24	23	42	2.62229e+11	2.62229e+11	0
24	23	43	1.71722e+11	1.71722e+11	0
24	23	44	2.47286e+11	2.47286e+11	0
24	23	45	1.83345e+11	1.83345e+11	0
24	23	46	3.49514e+11	3.49514e+11	0
24	23	47	3.05849e+11	3.05849e+11	0
24	23	48	3.19237e+11	3.19237e+11	0
24	23	49	3.1767e+11	3.1767e+11	0
24	23	50	2.11234e+11	2.11234e+11	0
24	23	51	5.59826e+11	5.59826e+11	0
24	23	52	2.07745e+11	2.07745e+11	0
24	23	53	2.85477e+11	2.85477e+11	0
24	23	54	2.3139e+11	2.3139e+11	0
24	23	55	3.41137e+11	3.41137e+11	0
